com_nam,lin_ima,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb,org_tp,
"SWAFFORD FOR US SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00565291&tabIndex=1","S","P","Q","PO BOX 1797","FLOWERY BRANCH","GA","305420030","AMANDA SWAFFORD","C00565291","2016",,,,,,,,,,,,,,,,,,,,,,,,"$154.00",,,,,,,,,,,,,,,,,,,,,,,"$154.00",,"$154.00","$230.00","$76.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"SWALWELL FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00502294&tabIndex=1","H","P","Q","P.O. BOX 2847","DUBLIN","CA","94568","FULLER, SHANNON","C00502294","2016","$373,120.97","$20,349.60","$393,470.57","$1,415.00",,"$211,322.37",,,"$604,792.94","$1,415.00",,,,,,,,,,,,"$619,250.80",,"$270,999.63",,,,"$14,457.86",,,,,,,,,,,,,,,,,"$89,185.00",,"$361,599.63","$603,377.94","$256,541.77","$397,504.81","$655,155.98",,,"2015-01-01","2015-06-30",,"H2CA15094",,,,,,,,,,,,,,,,,,,,,,"",
"SWEDISH MATCH NORTH AMERICA, INC. PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00215053&tabIndex=1","Q","U","Q","1021 EAST CARY STREET","RICHMOND","VA","23219","WANDA BLAKE","C00215053","2016","$8,748.30","$5,613.40","$14,361.70",,,,,,"$14,361.70",,,,,,,,,,,,,"$15,361.70","$15,361.70",,,,,,,,,,"$27,500.00","$1,000.00",,,,,,,,,,,,"$27,500.00","$27,500.00","$14,361.70",,"$83,862.10","$71,723.80",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SWETT EXPLORATORY COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00431502&tabIndex=1","H","P","Q","PO BOX 1937","BOW","NH","03304","SMITH, DIANE","C00431502","2016",,,,,,,,,,,,,,,,,,,,,"$12.06","$12.06",,"$6,594.78",,,,,,,,,,,,,,,,,,,,,"$5,500.00",,"$12,094.78",,"$6,594.78","$135,236.16","$123,153.44",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"SWING THE VOTE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00401919&tabIndex=1","U","U","Q","C/O LEAH BROWN, TREASURER 1746 1/2 Q ST NW","WASHINGTON","DC","20009","BROWN, LEAH ANNE ANNE","C00401919","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$555.31","$555.31",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"SWISHER INTERNATIONAL INC PAC FUND","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00312785&tabIndex=1","Q","U","Q","459 EAST 16TH STREET","JACKSONVILLE","FL","32206","JOSEPH R AUGUSTUS","C00312785","2016","$94,647.00",,"$94,647.00",,,,,,"$94,647.00",,,,,,,,,,,,,"$94,647.00","$94,647.00",,,,,,,,,,"$60,000.00",,,,,,,,,,,,,"$60,000.00","$60,000.00","$94,647.00",,"$39,806.00","$74,453.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SWISS RE AMERICA HOLDING CORPORATION POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00462564&tabIndex=1","Q","B","Q","175 KING STREET","ARMONK","NY","10504","PRESTON JR., DONALD G.","C00462564","2016","$6,674.00","$4,156.00","$10,830.00",,,,,,"$10,830.00",,,,,,,,,,,,,"$10,830.00","$10,830.00",,,,,,,,,,"$11,000.00",,,,,,,,,,,,,"$11,000.00","$11,000.00","$10,830.00",,"$81,384.90","$81,214.90",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SWITALSKI FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00460790&tabIndex=1","H","P","Q","31412 GAY","ROSEVILLE","MI","480661225","MICHAEL NORBERT SWITALSKI","C00460790","2016",,,,,,,,,,,,,,,,,,,,,,,,"$470.00",,,,,,,,,,,,,,,,,,,,,,,"$470.00",,"$470.00","$3,778.00","$3,307.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"SWR PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00542928&tabIndex=1","V","U","Q","203 SOUTH UNION STREET SUITE 300","ALEXANDRIA","VA","22314","GRUCCIO, MICHAEL","C00542928","2016",,"$495.00","$495.00",,,,,,"$495.00",,,,,,,,,,,,"$100.00","$595.00","$595.00",,,,"$30.76",,,,,,,,,,,,,,,,,,,"$30.76","$30.76","$495.00","$30.76","$396.10","$960.34",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$30.76",,,,,,,,,,,"",
"SYD BUTTOCKS COMMITTEE; THE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00573543&tabIndex=1","P","P","T","143 HIGHLAND AVENUE","BUFFALO","NY","142221842","GEORGE PAUL BORIA","C00573543","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,000.00","$5,000.00",,,"2015-03-03","2015-03-31",,"P60005931",,,,,,,,,,,,,,,,,,,,,,"",
"SYMANTEC CORP POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00394031&tabIndex=1","Q","B","M","700 13TH STREET NW, SUITE 1150","WASHINGTON","DC","20005","MCGUIRE, CHERI","C00394031","2016","$30,062.66","$3,311.13","$33,373.79",,,,,,"$33,373.79",,,,,,,,,,,,,"$33,373.79","$33,373.79",,,,"$234.42",,,,,,"$38,613.65",,,,,,,,,,,,,"$38,848.07","$38,848.07","$33,373.79","$234.42","$32,219.81","$26,745.53",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$234.42",,,,,,,,,,,"C",
"SYNERGY PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00409623&tabIndex=1","Q","D","Q","6849 OLD DOMINION DRIVE SUITE 222","MCLEAN","VA","22101","CHRISTIANA, PATRICIA JOY","C00409623","2016","$17,450.00","$200.00","$17,650.00",,,"$89,500.00",,,"$107,150.00",,,,,,,,,,,,,"$107,150.00","$107,150.00",,,,"$77,506.20",,,,,,"$26,068.40",,,,,,,,,,,,,"$103,574.60","$103,574.60","$107,150.00","$77,506.20","$78,578.38","$82,153.78",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$77,506.20",,,,,,,,,,,"",
"SYNGENTA CORPORATION EMPLOYEE  POLITICAL ACTION COMMITTEE (SYNGENTA PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00363945&tabIndex=1","Q","B","Q","1775 PENNSYLVANIA AVENUE NW SUITE 600","WASHINGTON","DC","20005","BAO, EDDIE","C00363945","2016","$25,341.87","$35,552.10","$60,893.97",,,,,,"$60,893.97","-$1,000.00",,,,,,,,,,,,"$60,893.97","$60,893.97",,,,,,,,,,"$190,200.00",,,,,,,,,,,,"$10,500.00","$199,700.00","$199,700.00","$61,893.97",,"$201,226.75","$62,420.72",,,"2015-01-01","2015-06-30","-$1,000.00","",,,,,,,,,,,,,,,,,,,,,,"C",
"SYNIVERSE TECHNOLOGIES POLITICAL ACTION COMMITTEE (PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00395186&tabIndex=1","Q","U","Q","8125 HIGHWOODS PALM WAY","TAMPA","FL","33647","BOBBIE REYES","C00395186","2016","$6,598.00",,"$6,598.00",,,,,,"$6,598.00",,,,,,,,,,,,,"$6,598.54","$6,598.54",,,,,,,,,,,,,,,,,,,,,,"$167.00","$168.02","$168.02","$6,598.54",,"$37,955.00","$44,385.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SYNOVUS FINANCIAL CORP. COMMITTEE FOR GOOD LEADERSHIP","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00200642&tabIndex=1","Q","U","Q","POST OFFICE BOX 120","COLUMBUS","GA","31902","KAMENSKY, ALAN","C00200642","2016","$4,284.72","$1,709.80","$5,994.52",,,,,,"$5,994.52",,,,,,,,,,,,,"$5,994.52","$5,994.52",,,,,,,,,,,,,,,,,,,,,,"$1,200.00","$1,200.00","$1,200.00","$5,994.52",,"$45,668.61","$50,463.13",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SYNOVUS FINANCIAL CORP. FLORIDA FUND FOR EFFECTIVE LEADERSHIP","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00437418&tabIndex=1","Q","U","Q","P.O. BOX 120","COLUMBUS","GA","31902","KAMENSKY, ALAN","C00437418","2016","$1,479.84","$1,089.00","$2,568.84",,,,,,"$2,568.84",,,,,,,,,,,,,"$2,568.84","$2,568.84",,,,,,,,,,,,,,,,,,,,,,,,,"$2,568.84",,"$40,477.15","$43,045.99",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SYNOVUS FINANCIAL CORP. GEORGIA FUND FOR EFFECTIVE LEADERSHIP","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00032607&tabIndex=1","Q","U","M","PO BOX 120","COLUMBUS","GA","31902","KAMENSKY, ALAN","C00032607","2016","$1,174.27","$7,294.31","$8,468.58",,,,,,"$8,468.58",,,,,,,,,,,,,"$8,468.58","$8,468.58",,,,,,,,,,"$17,500.00",,,,,,"$798.00",,,,,,"$7,500.00","$25,798.00","$25,798.00","$8,468.58",,"$170,238.22","$152,908.80",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"SYNOVUS FINANCIAL CORP. TENNESSEE FUND FOR EFFECTIVE LEADERSHIP","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00437426&tabIndex=1","Q","U","Q","P.O. BOX 120","COLUMBUS","GA","31902","KAMENSKY, ALAN","C00437426","2016","$1,260.00","$12.00","$1,272.00",,,,,,"$1,272.00",,,,,,,,"$798.00",,,,,"$2,070.00","$2,070.00",,,,,,,,,,,,,,,,,,,,,,"$897.83","$897.83","$897.83","$1,272.00",,"$750.09","$1,922.26",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00361758&tabIndex=1","Q","B","M","601 PENNSYLVANIA AVENUE NW SUITE 800 NORTH BLDG.","WASHINGTON","DC","20004","RUSSO, ANTHONY M.","C00361758","2016","$120,597.02","$52,647.66","$173,244.68","$10.00",,,,,"$173,244.68","$10.00",,,,,,,,,,,,"$177,244.68","$177,244.68",,,,,,,,,,"$191,750.00","$4,000.00",,,,,,,,,,,,"$191,760.00","$191,760.00","$173,234.68",,"$91,714.51","$77,199.19","$750.00",,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"TABLE TALK LLC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C90015447&tabIndex=1","I","U","Q","13985 FOWLER AVENUE","OMAHA","NE","68164","","C90015447","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$203,067.22",,,,,,,,,,,,,,,,,,,"2015-01-01","2015-03-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TACHERRA FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00547885&tabIndex=1","H","P","Q","2 CIVIC CENTER DR. UNIT 4338","SAN RAFAEL","CA","949135703","MONTGOMERY, THOMAS","C00547885","2016","$100,124.00","$11,150.00","$111,274.00",,,"$2,000.00",,"$1,325.00","$114,599.00",,"$2,700.00","$11,381.46",,,"$2,700.00","$11,381.46",,,,,,"$117,299.00",,"$78,804.63",,,,,,,,,,,,,,,,,,,,,"$988.15",,"$91,174.24","$114,599.00","$78,804.63","$2,307.43","$28,432.19","$14,616.13",,"2015-01-01","2015-06-30",,"H2CA16100",,,,,,,,,,,,,,,,,,,,,,"",
"TACO POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00330118&tabIndex=1","Q","U","Q","6405 METCALF AVENUE, SUITE 503","SHAWNEE MISSION","KS","66202","PETERSON, MARK","C00330118","2016","$148,790.00","$1,785.00","$150,575.00",,,,,,"$150,575.00",,,,,,,,,,,,"$7.67","$150,957.67","$150,957.67",,,,"$7,374.65",,,,,,"$48,500.00","$375.00",,,,,,,,,,,,"$55,874.65","$55,874.65","$150,575.00","$7,374.65","$88,480.48","$183,563.50",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$7,374.65",,,,,,,,,,,"",
"TADDEO FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00445163&tabIndex=1","H","P","Q","P.O. BOX 432094","SOUTH MIAMI","FL","33243","PATINO, RALPH","C00445163","2016","$163,243.18","$37,159.01","$200,402.19","$204.50",,"$28,000.00",,"$6,500.73","$234,902.92","$204.50",,,,,,,,,,,,"$234,902.92",,"$65,142.21",,,,,,,,,,,,,,,,,,,,,,,"$65,346.71","$234,698.42","$65,142.21",,"$169,556.21","$405,064.77",,"2015-01-01","2015-06-30",,"H8FL00034",,,,,,,,,,,,,,,,,,,,,,"",
"TAIWANESE AMERICAN ACTION COUNCIL - PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00371757&tabIndex=1","Q","U","Q","22711 BRANDYWINE DR.","CALABASAS","CA","91302","JULIE LEE","C00371757","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,999.43","$1,999.43",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAIWANESE AMERICAN VICTORY FUND - PAC AKA TAVF-PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00385435&tabIndex=1","Q","U","Q","273 WYCKOFF AVE","BROOKLYN","NY","11237","PATRICK HUANG","C00385435","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$700.00",,,,,,,,,,,,,"$700.00","$700.00",,,"$864.80","$164.80",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAKANO VICTORY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00527242&tabIndex=1","N","J","Q","PO BOX 5214","RIVERSIDE","CA","92517","HEDRICK, BILL","C00527242","2016",,,,,,,,,,,,,,,,,,,,,,"$75.00",,"$15.00",,,,"$75.00",,,,,,,,,,,,,,,,,,,"$15.00",,"-$60.00","$636.22","$696.22",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAKAUCUS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00578989&tabIndex=1","H","J","Q","410 1ST ST, SE SUITE 310","WASHINGTON","DC","20003","MAY, JENNIFER","C00578989","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2015-04-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAKE BACK DC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00577098&tabIndex=1","N","U","Q","PO BOX 131768","HOUSTON","TX","77219","KILGORE, PAUL","C00577098","2016",,"$320.00","$320.00",,,,,,"$320.00",,,,,,,,,,,,,"$320.00","$320.00",,,,"$149.07",,,,,,,,,,,,,,,,,,,"$149.07","$149.07","$320.00","$149.07",,"$170.93",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$149.07",,,,,,,,,,,"",
"TAKE BACK DC ACTION","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00554725&tabIndex=1","O","U","Q","PO BOX 2016","HOUSTON","TX","77252","KILGORE, PAUL","C00554725","2016","$77,544.00","$258,470.91","$336,014.91",,,,,,"$336,014.91",,,,,,,,,,,,,"$336,799.40","$336,799.40",,,,"$351,124.85","$784.49",,,,,,,,,,,,,,,,,,"$351,124.85","$351,124.85","$336,014.91","$350,340.36","$42,307.49","$27,982.04",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$351,124.85",,,,,,,,,,,"",
"TAKE BACK RED CALIFORNIA","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00421388&tabIndex=1","Q","U","Q","702 WINDMILL COURT","CONCORD","CA","94518","SANBORN, GREGORY E.","C00421388","2016",,"$20.00","$20.00",,,,,,"$20.00",,,,,,,,,,,,,"$20.00","$20.00",,,,"$.79",,,,,,,,,,,,,,,,,,,"$.79","$.79","$20.00","$.79","$78.32","$97.53",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$.79",,,,,,,,,,,"",
"TAKEDA PHARMACEUTICALS AMERICA, INC. POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00441733&tabIndex=1","Q","B","Q","ONE TAKEDA PARKWAY","DEERFIELD","IL","60015","PRING, HELEN","C00441733","2016","$15,545.33","$15,845.55","$31,390.88",,,,,,"$31,390.88",,,,,,,,,,,,,"$31,390.88","$31,390.88",,,,"$771.93",,,,,,"$76,000.00",,,,,,,,,,,,,"$76,771.93","$76,771.93","$31,390.88","$771.93","$78,884.17","$33,503.12",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$771.93",,,,,,,,,,,"C",
"TAKEITBACK.ORG POLITICAL ACTION","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00572453&tabIndex=1","N","U","Q","PO 2017","SIOUX FALLS","SD","57101","RICHARD P WEILAND","C00572453","2016",,"$586.00","$586.00",,,,,,"$586.00",,,,,,,,,,,,,"$586.00","$586.00",,,,"$27.00",,,,,,,,,,,,,,,,,,,"$27.25","$27.25","$586.00","$27.25",,"$558.00",,,"2015-02-10","2015-06-30",,"",,,,,,,,,,,"$27.00",,,,,,,,,,,"",
"TAKEOVER SUPER PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00555508&tabIndex=1","O","U","Q","50 CULPEPPER STREET","WARRENTON","VA","20186","THOMAS FREILING","C00555508","2016",,"$60.00","$60.00",,,,,,"$60.00",,,,,,,,,,,,,"$60.00","$60.00",,,,,,,,,,,,,,,,,,,,,,,,,"$60.00",,"$9,917.35","$9,977.35","$30,000.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAKIN BACK AMERICA","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00481242&tabIndex=1","Q","D","Q","PO BOX 31822","ST LOUIS","MO","63131","BREED, PATRICIA A","C00481242","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,"$68.25","$1,068.25","$1,068.25",,,"$31,754.04","$30,685.79",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAKING AN INDEPENDENT PERSPECTIVE TOGETHER FOR OUR NATION PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00546325&tabIndex=1","N","D","Q","2318 CURTIS STREET","DENVER","CO","80205","KATHERINE KENNEDY","C00546325","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,,,,,,,,"$1,000.00","$1,000.00",,"$1,000.00","$5,466.69","$4,466.69",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$1,000.00",,,,,,,,,,,"",
"TAKING OUR MAJORITY PAC (T.O.M.PAC)","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00461137&tabIndex=1","N","D","M","2150 RIVER PLAZA DR. SUITE 150","SACRAMENTO","CA","95833","BAUER, DAVID","C00461137","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,092.85","$3,092.85",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAKING THE HILL PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00448019&tabIndex=1","N","D","T","1732 SPRUCE ST APT 4F","PHILADELPHIA","PA","19103","PERSICO, TIMOTHY","C00448019","2016",,,,,,,,,,,,,,,,,,,,,,,,,"$610.00",,"$610.00",,,,,,,,,,,,,,,,,,"$205.00","$815.61","$815.61",,"$815.61","$815.00",,,,"2013-01-01","2015-06-27",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TALEN ENERGY CORPORATION PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00577874&tabIndex=1","N","U","Q","FLOOR 2 - GOVERNMENT RELATIONS 835 HAMILTON STREET, SUITE 150","ALLENTOWN","PA","181012400","CLELLAND, RUSSELL R. MR.","C00577874","2016","$711.08","$3,730.95","$4,442.03",,,,,,"$4,442.03",,,,,,,,"$202,000.00",,,,,"$206,442.03","$206,442.03",,,,,,,,,,,,,,,,,,,,,,,,,"$4,442.03",,,"$206,442.03",,,"2015-05-12","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"C",
"TALKPAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00460212&tabIndex=1","N","U","Q","5235 MISSION OAKS BLVD SUITE 1000","CAMARILLO","CA","93012","DAVID SPADY","C00460212","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$259.45","$259.45",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TALLATCHEE CREEK INC. PAC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00363689&tabIndex=1","Q","D","M","P.O. BOX 29576","WASHINGTON","DC","20017","COX, JOHN H","C00363689","2016",,,,,,"$74,000.00",,,"$74,000.00",,,,,,,,,,,,,"$74,000.00","$74,000.00",,,,"$17,952.02",,,,,,"$71,000.00",,,,,,,,,,,,,"$88,952.02","$88,952.02","$74,000.00","$17,952.02","$20,201.47","$5,249.45",,,"2015-01-01","2015-07-31",,"",,,,,,,,,,,"$17,952.02",,,,,,,,,,,"",
"TALLON FOR CONGRESS COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00153684&tabIndex=1","H","P","Q","1043 DR HARDY CIRCLE","DILLON","SC","29536",", ROBERT M TALLON III","C00153684","2016",,,,,,,,,,,,,,,,,,,,,"$30,496.00","$30,496.00",,"$8,038.00",,,,,,,,,,,,,,,,,,,,,"$18,688.00",,"$26,727.00",,,"$935,870.00","$939,638.00","$12,521.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAMI STAINFIELD FOR PRESIDENT","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00498824&tabIndex=1","P","P","Q","847 LOWER CHESTER ROAD","CHARLESTON","WV","25302","TAMI L STAINFIELD","C00498824","2016",,,,,,,,,,,,,,,,,,,,,"$1.20","$1.20",,"$1,437.22",,,,,,,,,,,,,,,,,,,,,,,"$1,437.22","$25,025.00","$22,065.98","$4,413.35","$2,977.33",,,"2015-01-01","2015-06-30",,"P20003158",,,,,,,,,,,,,,,,,,,,,,"",
"TAMI STAINFIELD FOR US SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00560961&tabIndex=1","S","P","T","847 LOWER CHESTER ROAD","CHARLESTON","WV","25302","TAMI STAINFIELD","C00560961","2016",,,,,,,,,,,,,,,,,,,,,,,,"$1,013.00",,,,,,,,,,,,,,,,,,,,,,,"$1,013.00",,"$1,013.00","$1,013.00",,,,"2015-01-01","2015-03-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAMMY BALDWIN FOR SENATE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00326801&tabIndex=1","S","P","Q","P.O. BOX 696","MADISON","WI","53701","DAVID NEWBY","C00326801","2016","$128,604.00","$107,952.00","$236,558.00","$3,013.00",,"$47,500.00",,,"$284,058.00","$3,013.00",,,,,,,,,,,"$18,382.00","$302,441.00",,"$346,596.00",,,,,,,,,,,,,,,"$250.00",,,,,,,,"$349,860.00","$281,044.00","$346,596.00","$244,089.00","$196,669.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"TAMMY BALDWIN VICTORY COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00566133&tabIndex=1","N","J","Q","15 NORTH PINCKNEY STREET STE 200","MADISON","WI","53703","JOHN W MILLER","C00566133","2016",,"$3.00","$3.00",,,,,,"$3.00",,,,,,,,,,,,,"$3.00",,"$300.12",,,,,,,,,,,,,,,,,,,,,,,"$300.12","$3.00","$300.12","$957.75","$660.63",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
